College,Degree Type,State/Country,Accreditation,Latitude,Longitude
Bevill State Community College,Associate,Alabama,Accredited,33.72584195,-87.81840246008414
Bishop State Community College,Associate,Alabama,Accredited,30.694711599999998,-88.05754946916582
Calhoun Community College,Associate,Alabama,Accredited,34.6508577,-86.94890855916518
Central Alabama Community College,Associate,Alabama,Accredited,32.9245681,-85.9471861
Chattahoochee Valley Community College,Associate,Alabama,Accredited,32.4237871,-85.03072906095193
Coastal Alabama Community College,Associate,Alabama,Accredited,31.4890523,-87.324707
Gadsden State Community College,Associate,Alabama,Accredited,34.1664902,-85.66487742712587
George C. Wallace Community College,Associate,Alabama,Accredited,32.4473513,-87.01197305106993
George Corley Wallace Community College-Selma,Associate,Alabama,Accredited,-1,-1
Herzing University – Birmingham,Associate,Alabama,Accredited,-1,-1
J.F. Drake State Community and Technical College,Associate,Alabama,Accredited,-1,-1
Jefferson State Community College,Associate,Alabama,Accredited,33.65672885,-86.70774322814671
Lawson State Community College,Associate,Alabama,Accredited,33.374820299999996,-86.99296732984362
Lurleen B. Wallace Community College,Associate,Alabama,Accredited,31.323364849999997,-86.45117848069391
Northeast Alabama Community College,Associate,Alabama,Accredited,34.5459194,-85.9096966
Northwest-Shoals Community College,Associate,Alabama,Accredited,34.343733400000005,-87.7309114205456
Shelton State Community College,Associate,Alabama,Accredited,33.120647149999996,-87.56134941852409
Snead State Community College,Associate,Alabama,Accredited,34.2006503,-86.1691433
Southern Union State Community College,Associate,Alabama,Accredited,33.128798450000005,-85.57220530185182
Troy University,Baccalaureate,Alabama,Accredited,31.80222345,-85.95568668214796
Troy University,Master’s/Post-Master’s Certificate,Alabama,Accredited,31.80222345,-85.95568668214796
Troy University,Associate,Alabama,Accredited,31.80222345,-85.95568668214796
Troy University,Clinical Doctorate,Alabama,Accredited,31.80222345,-85.95568668214796
Tuskegee University,Baccalaureate,Alabama,Accredited,32.4301095,-85.70673351537872
"University of West Alabama, The",Associate,Alabama,Accredited,-1,-1
"University of West Alabama, The",Baccalaureate,Alabama,Accredited,-1,-1
Wallace State Community College,Associate,Alabama,Accredited,34.075099,-86.7822207
Alaska Pacific University,Baccalaureate,Alaska,Accredited,61.191534149999995,-149.80079000454944
Alaska Pacific University,Associate,Alaska,Accredited,61.191534149999995,-149.80079000454944
Prospect Education – Charter College,Associate,Alaska,Accredited,-1,-1
University of Alaska Anchorage,Master’s/Post-Master’s Certificate,Alaska,Accredited,61.19037895,-149.82232541071522
University of Alaska Anchorage,Baccalaureate,Alaska,Accredited,61.19037895,-149.82232541071522
University of Alaska Anchorage,Associate,Alaska,Accredited,61.19037895,-149.82232541071522
Arizona Western College,Associate,Arizona,Accredited,32.6888368,-114.4965474
Carrington College – Mesa,Associate,Arizona,Accredited,33.3926966,-111.8540764
Carrington College – Phoenix,Associate,Arizona,Accredited,-1,-1
Carrington College – Tucson,Associate,Arizona,Accredited,-1,-1
Central Arizona College,Associate,Arizona,Accredited,31.35971,-109.6531605
Chandler-Gilbert Community College,Associate,Arizona,Accredited,33.2954838,-111.7905656
Cochise College,Associate,Arizona,Accredited,31.9525553,-110.34030271072552
Eastern Arizona College,Associate,Arizona,Accredited,32.84556775,-109.76204377802665
Estrella Mountain Community College,Associate,Arizona,Accredited,33.48080565,-112.34571277240862
Gateway Community College,Associate,Arizona,Accredited,33.449923999999996,-111.99765665410214
Glendale Community College,Associate,Arizona,Accredited,33.57097265,-112.19062372210072
Mesa Community College,Associate,Arizona,Accredited,33.389666,-111.87020543176769
Mohave Community College,Associate,Arizona,Accredited,36.9810463,-112.97326042548467
Northland Pioneer College,Associate,Arizona,Accredited,33.82573395,-109.97340874883227
Paradise Valley Community College – Maricopa Community Colleges,Associate,Arizona,Accredited,-1,-1
Phoenix College,Associate,Arizona,Accredited,33.48235205,-112.0891861692636
Pima County Community College District,Associate,Arizona,Accredited,-1,-1
Scottsdale Community College,Associate,Arizona,Accredited,33.5119416,-111.88270684508473
Yavapai College,Associate,Arizona,Accredited,34.5472599,-112.4549
Arkansas Northeastern College,Associate,Arkansas,Accredited,35.8984097,-89.92108938281781
Arkansas State University,Associate,Arkansas,Accredited,35.8436307,-90.6743528904416
Arkansas State University,Baccalaureate,Arkansas,Accredited,35.8436307,-90.6743528904416
Arkansas State University,Master’s/Post-Master’s Certificate,Arkansas,Accredited,35.8436307,-90.6743528904416
Arkansas State University,Clinical Doctorate,Arkansas,Accredited,35.8436307,-90.6743528904416
Arkansas Tech University,Baccalaureate,Arkansas,Accredited,35.293670500000005,-93.13553583865747
Arkansas Tech University,Master’s,Arkansas,Accredited,35.293670500000005,-93.13553583865747
Arkansas Tech University – Ozark,Associate,Arkansas,Accredited,35.4977886,-93.84124312002574
Baptist Health College Little Rock,Associate,Arkansas,Accredited,34.7131051,-92.4070872935051
National Park College,Associate,Arkansas,Accredited,34.5126059,-93.11950449769985
North Arkansas College,Associate,Arkansas,Accredited,36.219519,-93.08935241617218
Northwest Arkansas Community College,Associate,Arkansas,Accredited,36.3606473,-94.17337841524652
Ouachita Baptist University,Baccalaureate,Arkansas,Accredited,34.1307617,-93.05250677656251
Phillips Community College of the University of Arkansas,Associate,Arkansas,Accredited,-1,-1
Southern Arkansas University,Baccalaureate,Arkansas,Accredited,33.2898495,-93.2360008
University of Arkansas at Little Rock,Baccalaureate,Arkansas,Accredited,34.7228834,-92.3400535
University of Arkansas at Little Rock,Associate,Arkansas,Accredited,34.7228834,-92.3400535
University of Arkansas Community College at Batesville,Associate,Arkansas,Accredited,35.79331085,-91.6148503587101
Cerritos Community College,Associate,California,Accredited,-1,-1
Chaffey College,Associate,California,Accredited,34.148138849999995,-117.57037379019465
College of the Desert,Associate,California,Accredited,33.73246665,-116.38682883111669
Cypress College,Associate,California,Accredited,33.827806499999994,-118.02400658108746
Glendale Community College,Associate,California,Accredited,34.16688,-118.22844394023382
Golden West College,Associate,California,Accredited,33.7337195,-118.00357502321557
Grossmont College,Associate,California,Accredited,32.81624805,-117.0054473694323
Hartnell College,Associate,California,Accredited,36.6745402,-121.6664273
Long Beach City College,Associate,California,Accredited,33.825777099999996,-118.13429097837573
Los Angeles County College of Nursing and Allied Health,Associate,California,Accredited,34.0631865,-118.211744
Los Angeles Harbor College,Associate,California,Accredited,33.78335105,-118.28425143014928
Los Angeles Valley College,Associate,California,Accredited,34.17575825,-118.42034036202864
Monterey Peninsula College,Associate,California,Accredited,36.590927750000006,-121.88483682771333
Moorpark College,Associate,California,Accredited,34.3003246,-118.8368424
Ohlone College,Associate,California,Accredited,37.53354605,-121.90633194463035
Pacific  College of Health and Science – New York,Master’s,California,Accredited,-1,-1
Pacific Union College,Baccalaureate,California,Accredited,38.5702492,-122.4404486
Pacific Union College,Associate,California,Accredited,38.5702492,-122.4404486
Palomar College,Associate,California,Accredited,33.151250000000005,-117.18081838110945
Riverside City College,Associate,California,Accredited,-1,-1
Sacramento City College – Los Rios District,Associate,California,Accredited,-1,-1
Saddleback College,Associate,California,Accredited,33.55137535,-117.66541694409435
San Bernardino Valley College,Associate,California,Accredited,34.0870562,-117.31073684033345
San Diego City College,Associate,California,Accredited,32.71736285,-117.15115497440348
San Joaquin Delta College,Associate,California,Accredited,37.995255650000004,-121.31930966349557
San Jose/Evergreen Community College District,Associate,California,Accredited,37.3347987,-121.891259
Santa Ana College,Associate,California,Accredited,33.757619500000004,-117.88876019894892
Santa Barbara City College,Associate,California,Accredited,34.40586425,-119.69742037178025
Santa Monica College,Associate,California,Accredited,34.016711349999994,-118.470760930648
Sierra College,Associate,California,Accredited,39.3217398,-120.20320483889972
Southwestern College,Associate,California,Accredited,32.63994755,-116.99804931966207
Ventura College,Associate,California,Accredited,34.2772814,-119.23267222421063
Weimar University,Baccalaureate,California,Accredited,-1,-1
Weimar University,Associate,California,Accredited,-1,-1
Xavier College,Associate,California,Accredited,33.7971345,-116.35116658843529
Aims Community College,Associate,Colorado,Accredited,40.3950341,-105.0757354
Arapahoe Community College,Associate,Colorado,Accredited,39.6122589,-105.01676629927567
Arapahoe Community College,Baccalaureate,Colorado,Accredited,39.6122589,-105.01676629927567
Colorado Mesa University,Associate,Colorado,Accredited,38.47682415,-107.87415346796251
Colorado Mountain College,Associate,Colorado,Accredited,39.23548835,-106.30164078432736
Colorado Mountain College,Baccalaureate,Colorado,Accredited,39.23548835,-106.30164078432736
Colorado Northwestern Community College,Associate,Colorado,Accredited,40.522368150000005,-107.57945051079467
Colorado State University – Pueblo,Master’s/Post-Master’s Certificate,Colorado,Accredited,38.30874195,-104.5768455442726
Colorado State University – Pueblo,Baccalaureate,Colorado,Accredited,38.30874195,-104.5768455442726
Colorado State University – Pueblo,Clinical Doctorate,Colorado,Accredited,38.30874195,-104.5768455442726
Denver College of Nursing,Associate,Colorado,Accredited,39.75295,-104.9946729
Denver College of Nursing,Baccalaureate,Colorado,Accredited,39.75295,-104.9946729
Front Range Community College – Larimer Campus,Associate,Colorado,Accredited,-1,-1
Front Range Community College – Westminster Campus,Associate,Colorado,Accredited,-1,-1
Lamar Community College,Associate,Colorado,Accredited,38.06714925,-102.61596174382643
Morgan Community College,Associate,Colorado,Accredited,40.25820375,-103.77045531036666
Northeastern Junior College,Associate,Colorado,Accredited,40.6367426,-103.2146220678783
Otero College,Associate,Colorado,Accredited,37.9711204,-103.5438322
Pikes Peak State College,Associate,Colorado,Accredited,-1,-1
Platt College,Baccalaureate,Colorado,Accredited,39.6131132,-104.8992815
Pueblo Community College,Associate,Colorado,Accredited,38.2631861,-104.63717188200465
Trinidad State Junior College,Associate,Colorado,Accredited,37.4687414,-105.87221091013677
Capital Community College,Associate,Connecticut,Accredited,41.76834115,-72.67259523343964
Connecticut State Community College – Naugatuck Valley,Associate,Connecticut,Accredited,-1,-1
Connecticut State Community College – Northwestern,Associate,Connecticut,Accredited,-1,-1
Connecticut State Community College – Norwalk,Associate,Connecticut,Accredited,-1,-1
Connecticut State Community College – Three Rivers,Associate,Connecticut,Accredited,-1,-1
Gateway Community College,Associate,Connecticut,Accredited,41.303993750000004,-72.92788932772461
Goodwin University,Associate,Connecticut,Accredited,41.74144325,-72.63784988620363
Post University,Clinical Doctorate,Connecticut,Accredited,41.5346635,-73.08201630907968
St. Vincent’s College at Sacred Heart University,Associate,Connecticut,Accredited,-1,-1
Beebe Medical Center,Diploma,Delaware,Accredited,38.77141195,-75.14388955257427
Delaware State University,Baccalaureate,Delaware,Accredited,39.186799300000004,-75.54235828105121
Delaware State University,Master’s/Post-Master’s Certificate,Delaware,Accredited,39.186799300000004,-75.54235828105121
Delaware Technical Community College – Jack F. Owens,Associate,Delaware,Accredited,-1,-1
Delaware Technical Community College – Stanton,Associate,Delaware,Accredited,-1,-1
Delaware Technical Community College – Terry,Associate,Delaware,Accredited,39.198640749999996,-75.56118215775483
Delaware Technical Community College – Terry,Baccalaureate,Delaware,Accredited,39.198640749999996,-75.56118215775483
Academy for Nursing and Health Occupations,Associate,Florida,Accredited,-1,-1
Ave Maria University,Baccalaureate,Florida,Accredited,26.33623575,-81.43985445316366
Bethesda Health Inc.,Associate,Florida,Accredited,-1,-1
Bethune-Cookman University,Baccalaureate,Florida,Accredited,29.21185355,-81.03198250103571
Broward College,Associate,Florida,Accredited,26.0808596,-80.2375037
Cambridge College of Healthcare and Technology – Delray Beach,Associate,Florida,Accredited,-1,-1
Chipola College,Associate,Florida,Accredited,30.79126925,-85.23140612254566
Chipola College,Baccalaureate,Florida,Accredited,30.79126925,-85.23140612254566
City College – Altamonte Springs,Associate,Florida,Accredited,-1,-1
College of Central Florida,Associate,Florida,Accredited,29.1646988,-82.1739821
College of Central Florida,Baccalaureate,Florida,Accredited,29.1646988,-82.1739821
College of the Florida Keys,Associate,Florida,Accredited,24.58327225,-81.74377435465765
College of the Florida Keys,Baccalaureate,Florida,Accredited,24.58327225,-81.74377435465765
Daytona College,Associate,Florida,Accredited,29.2703825,-81.07986699773895
Daytona State College,Associate,Florida,Accredited,29.2031792,-81.05020933151033
Daytona State College,Baccalaureate,Florida,Accredited,29.2031792,-81.05020933151033
Eastern Florida State College,Associate,Florida,Accredited,27.990130299999997,-80.6309062853962
Florida Agricultural and Mechanical University,Master’s/Post-Master’s Certificate,Florida,Accredited,30.4227425,-84.28759867670152
Florida Agricultural and Mechanical University,Baccalaureate,Florida,Accredited,30.4227425,-84.28759867670152
Florida Gateway College,Associate,Florida,Accredited,30.1748709,-82.5687592
Florida National University – Training Center,Associate,Florida,Accredited,-1,-1
Florida Southwestern State College,Associate,Florida,Accredited,26.9218287,-82.01942947055863
Florida Southwestern State College,Baccalaureate,Florida,Accredited,26.9218287,-82.01942947055863
Florida State College at Jacksonville,Associate,Florida,Accredited,30.224434,-81.886917
Florida State College at Jacksonville,Baccalaureate,Florida,Accredited,30.224434,-81.886917
Fortis College – Cutler Bay,Associate,Florida,Accredited,-1,-1
Fortis College – Orange Park,Associate,Florida,Accredited,-1,-1
Fortis Institute – Pensacola,Associate,Florida,Accredited,-1,-1
Fortis Institute – Port Saint Lucie,Associate,Florida,Accredited,-1,-1
FVI School of Nursing and Technology,Associate,Florida,Accredited,-1,-1
Galen College of Nursing – Gainesville,Associate,Florida,Accredited,-1,-1
Galen College of Nursing – Miami,Associate,Florida,Accredited,-1,-1
Galen College of Nursing – Tampa Bay,Associate,Florida,Accredited,-1,-1
Gulf Coast State College,Associate,Florida,Accredited,30.186119650000002,-85.72543783326753
HCA Florida Mercy Hospital,Associate,Florida,Accredited,-1,-1
Herzing University – Orlando,Associate,Florida,Accredited,28.61572355,-81.31268328432083
Hillsborough Community College,Associate,Florida,Accredited,27.96290195,-82.44424395005842
Hodges University,Baccalaureate,Florida,Accredited,26.61136205,-81.8217407969598
Indian River State College,Baccalaureate,Florida,Accredited,27.134854150000002,-80.21956125021055
Indian River State College,Associate,Florida,Accredited,27.134854150000002,-80.21956125021055
International College of Health Sciences,Associate,Florida,Accredited,-1,-1
International College of Health Sciences,Baccalaureate,Florida,Accredited,-1,-1
International College of Health Sciences,Master’s,Florida,Accredited,-1,-1
Jersey College – Fort Lauderdale,Associate,Florida,Accredited,-1,-1
Jersey College – Jacksonville,Associate,Florida,Accredited,-1,-1
Jersey College – Largo,Associate,Florida,Accredited,-1,-1
Jersey College – Port Charlotte,Associate,Florida,Accredited,-1,-1
Jersey College – Tampa,Associate,Florida,Accredited,-1,-1
Keiser University – Clearwater,Associate,Florida,Accredited,-1,-1
Keiser University – Daytona Beach,Associate,Florida,Accredited,-1,-1
Keiser University – Fort Lauderdale,Associate,Florida,Accredited,26.1863889,-80.1636111
Keiser University – Jacksonville,Associate,Florida,Accredited,-1,-1
Keiser University – Lakeland,Associate,Florida,Accredited,-1,-1
Keiser University – Melbourne,Associate,Florida,Accredited,28.09482215,-80.62297716882196
Keiser University – Miami,Associate,Florida,Accredited,25.7934223,-80.3845118
Keiser University – New Port Richey,Associate,Florida,Accredited,28.2492847,-82.72698509188211
